komentar,sentiment,score
bulan belum dapet diskon gratisan tokopedia huhu,negative,0.7746743559837341
gak dapet voucher diskon cb shopee malem siang gak dapet vc tokopedia gak dapet diskon makan gratis hahaha curhat ,negative,0.9883723855018616
pamer nt apa aja gaes jam 2 pengirim udah ngincer grabfood zonk lari voc tokopedia ternyata restock ngincer kejar diskon udah habis semua wkwk,negative,0.9950060248374939
cuma rp17500 pakai voucher diskon beli lokal pakai kode noongkir gratis ongkir 30rb minbel noongkir bisa digabung voucher beli lokal the luxe pillow dacron cek produk lainnya the luxe ,neutral,0.9759756326675415
klaim voucher spesial gajian sale jam 1200 wib ,neutral,0.9974572062492371
tokopedia flash sale 25 januari diskon mulai 50 1400 halaman event setrika maspion 18200 800 saff amp co 1990099500 luxcrime twc 12900800 ,neutral,0.994295060634613
tokped mantep banget diskon nya ,positive,0.9972391128540039
mau beli online cek sini buat beli garage sale bakal diskon lumayan banget barang ngga ada di tokped,positive,0.8506262302398682
 tokopedia bejir sering dapet diskon terus,positive,0.9687172770500183
voucher kebut 25 jan 2024 ,neutral,0.9962718486785889
bisabisanya mengejar diskon buku pagi hari tokopedia wkwkwkwkw,negative,0.8537914156913757
df tanya dong diskon 30 tokopedia belilokal per hari memang gaada soalnya disender cuma 12,neutral,0.9601653814315796
kode promo tokopedia  spesial gajian 2531 jan 2024  minimal belanja diskon 30 sd 100k kode glow24gj berlaku toko berikut kosmetik make over luxcrime you focallure ,neutral,0.9877976775169373
war kupon diskon ditokped enak banget tergesa gesa nyantai coba disebelah udah stress duluan gweh mana ujung2nya kagak dapet lol tokopedia supremacy ,positive,0.9120388627052307
eeq banget voucher tokopedia handphone emak dipakein kakak lumayan banget diskon 35rb,positive,0.9247310757637024
gw cinta sekali diskon tokopedia kemarin disc 30k minbel hari 35k minbel ,positive,0.9785106182098389
proof convert cv cashback voucher tokopedia voucher diskon 7 max 200k co 18600 tfb 19300 tg cv voucher cb voc tokopedia ,neutral,0.9954848289489746
klaim voucher cashback 40 ,neutral,0.9855859875679016
voucher kebut 24 jan 2024 ,neutral,0.9960836172103882
klaim dulu pakai tgl 25 ,neutral,0.9970331192016602
 kupinya space tokopedia voucher diskon tadi beli halu banana diskon 25ribuan,neutral,0.9622065424919128
tanya  aku baru download tokopedia voucher gratong sama diskon gak digabung,neutral,0.9925739765167236
tumblr luffy nihh  ada cashback guyss ,neutral,0.9734775424003601
kapan yaa restock ,neutral,0.7622808218002319
mana diskon tokopedia wah wah wah racunn,negative,0.9942899942398071
 tokopedia w diskon 20rb ywdh w beli eh bsk nya shopee cashback 30rb jadi ywdh gx bleh menyianyiakan rezeki,positive,0.7703498005867004
tinggal 36 menit nih diskon 34 harganya jadi rp22077 3 x abc kopi klepon 1 bag 5 x 25 gram ,neutral,0.9504132866859436
gaskeunn1kg basreng daun jeruk pedas kukaras 21rb combo kebut dapet diskon tambahan 5rb ,positive,0.5803797245025635
gaskeunnazarine sunscreen ss 40ml 23rb combo kebut dapet  diskon 5rb ,neutral,0.918022632598877
gais mau nanya diskon tokopedia pas tanggal 25 berapa yaa maw beli apple pencil cuman kalau dics mehong,neutral,0.8916932940483093
mumpung murah flash sale tokopedia tiap jam 0800 amp 1400 wib oli motor repsol 1 l jadi 50rban aja bro vitamin aki sampe daleman semua diskon gede2an ,positive,0.8695798516273499
df pengguna baru gopaylater diskon 50 minbel 100k max 50k kode gopaylater buat belanja ataupun tokopedia now ,neutral,0.9925259351730347
voucher kebut 23 jan 2024 ,neutral,0.9963734745979309
legoominyak telon doodle 60ml 18rb klaim voucher diskon keranjang ,neutral,0.985205352306366
gaboleh ketinggalannkebut diskon 5rb minbel 15rb gopek ,positive,0.5535752773284912
klaim voucher cashback sd 50rb pembelian pulsa ,neutral,0.9954124093055725
klaim voucher toko ,neutral,0.9942296743392944
join tele info promo diskon voucher lainnya ,neutral,0.989427387714386
trims tokopedia ngsih diskon 20k wkwk mayan bet beli makanan kucing sekilo cuma 5k ,negative,0.36772045493125916
voucher shopee diskon 122rb kode dbs22 input kodenya disini ,neutral,0.9979390501976013
 diskon 30 kak d tokopedia jga nempel otomatis,positive,0.7776898741722107
 yukk merapat sedang banyak diskon tokped,positive,0.90582275390625
voucher kebut 22 jan 2024 ,neutral,0.9964421391487122
 tokopedia bisa ikut po kak harga diskon link pemesanan ,neutral,0.9948750138282776
proof convert cv cashback voucher tokopedia voucher diskon 7 max 200k co 18600 tfb 189400 tg cv voucher cb voc tokopedia ,neutral,0.9955442547798157
 memang dapet voucher diskon km jarang belanja tokopedia yahh,negative,0.6782539486885071
 kalau d tokopedia diskon 100rb kak pke kode glow24dj beli toko ,neutral,0.9937751293182373
 samaa juga aku lama banget pengen akhirnya memberanikan diri utk check out wkwkwk seri instax mini link 2 kemarin beli official tokopedia fujifilm 1 750k diskon  kayaknya mending beli langsung biar sekalian dicoba,neutral,0.46485453844070435
voucher diskon 142rb kode mndcicil22 input kodenya disini ,neutral,0.9977527260780334
diskon 33 nih jadi rp13900 vixal pembersih kamar mandi kuat harum 470ml ,neutral,0.9023805260658264
voucher kebut 21 jan 2024 ,neutral,0.9961580634117126
baru sempet kepikiran beli fisiknya terus iseng cek tokopedia gataunya memang diskon gak pake mikir lama lgsg co hahaha cries in implusiveness ,positive,0.8148865699768066
promo miniso scent diffuser pengharum ruangan  rose amp apple 50 ml cashback rp 500 followers baru akun tokopedia miniso cashback 5 rp 2295 wts diskon ,neutral,0.9892885684967041
tinggal 12 menit nih diskon 92 harganya jadi rp22500 lho kemeja lengan panjang banyak warna ukuran ,neutral,0.8258769512176514
tinggal 13 menit nih diskon 79 harganya jadi rp8400 sirup vitamin d3 exp maret 2024 ,neutral,0.9876264929771423
21 jan 12002359 diskon bekeneco50 50k minbel 100k bekenzup20 20k minbel 50k bekenvbn10 10k minbel 40k you semua produk daftar toko 50k hmns luxcrime alchemist lanjut,neutral,0.9911183714866638
 promo pagii kode promo tokopedia  hmns perfume diskon 50rb minbel 100rb khusus 21 jan mulai jam 12 siang wib eks link tokopedia ,neutral,0.9957402944564819
7 pcs cornetto diskon 50 nih jadi rp43750 cek tokopedia deh bentar diskonnya berakhir lho ,neutral,0.9291673898696899
voucher diskon shopee kode keys2121 keys3131 input kodenya disini ,neutral,0.9979775547981262
500k kalau jadi kaos band  kaos band luar license 1 350k kaos band lokal license 150k pake diskon tokopedia kalau jadi records  cd import band luar 2 350k cd band lokal new release 1 100k cd band lokal reguler 50k hidup banyuripan  makan 2 minggu  rokok,neutral,0.7882574200630188
aku kalau co tisu sama masker nunggu diskon tokopedia lazada wkwk,neutral,0.7269043922424316
 nder ku dapet pernah belanja tokopedia belanja nya kalau diskon 100 kata mu insyallah dapet rezeki lainn nderr,positive,0.9805666208267212
tanya disini sama kaya pengirim ya awal pake tokopedia bulan juli tahun lalu sampe sekarang baru ngerasain vocher diskon 100 cuman sekali doang  keren banget yang tiap bulan dapet ,positive,0.9866161346435547
tebak bias mimin txt gaiss ,neutral,0.9927115440368652
voucher shopeefood diskon 100 sd 20rb all resto kode pesananshopee input kodenya disini ,neutral,0.9968998432159424
beli sparepart oli head unit ban lain gratis dipasangin cek sinii ,neutral,0.994032084941864
menjadi pengendara misterius nan keren  menyerap keringat mumpung diskonn ,positive,0.9223815202713013
tokopedia diskon 30k bingung mau beli buku apaa ,neutral,0.9483477473258972
liat lihat motor amp sepeda listrik sini ,neutral,0.9935535192489624
simpen kode promo glow24dj 131 jan disc 20 up to 100k glow24gj 2531 jan disc 30 up to 100k,neutral,0.9970486760139465
awalnya maju mundur beli akhirnya akhir tahun 2023 kemaren memutuskan oke beli tokopedia sering banget diskon aku dapet murceu banget ,positive,0.9958373308181763
innisfree discount  cashback up to 500rb coba tumpuk pake kode promo glow24dj ,neutral,0.9955613613128662
info diskon tokopedia nih 40 sachet 26rban aja ,neutral,0.9539474844932556
masup bignom 4244 instan tokpedcard via tokopedia 4500 fast tf  apply voc diskon up to 100k nominalbesarbysya ,neutral,0.9970458149909973
 beli tokopedia gramedia aja ada diskon 30 maks 30k 3 kali pake,neutral,0.9672747254371643
gercep beli banyak ,positive,0.5145800113677979
 lu pikir diskon tokopedia ,negative,0.8869214057922363
klaim semua ,neutral,0.9220809936523438
voucher kebut 16 jan pukul 00 wib ,neutral,0.9975641965866089
 ehh masi diskon tvt ternyata lama bener perasaan awal taun tu mantau tokopedia diskon 30 ntar voucher 30 nggatau sekarang masingga vouchernya xd,negative,0.9825129508972168
 tadi buka tokopedia ngecek salah satu buku frame ternyata diskon 30 berarti di online diskon kwkwk padahal niatnya mo gramed males ,negative,0.991999626159668
drama malam uang mbanking habis token listrik nyala saldo gopay kurang 100 utk beli token ngotakatik hp kali setengah jam gimana caranya biar beli token akhirnya ketemu kode diskon 2500 tokopedia alhamdulillah,neutral,0.6620293259620667
tokped nih sih tiba2 pesenan dibatalin diskon lah situ ngasih promo ongkir gajelas banget pengembalian dana nunggu 3 hari gajelas banget ,negative,0.9963286519050598
diskon 80 nih jadi rp5300 cek tokopedia deh promo bebek pintar ,neutral,0.9389925003051758
 buat warga malang diskon 15k nih tokopedia ,neutral,0.8257579803466797
kebut banyak ,negative,0.9938686490058899
gas nih ,negative,0.6048582196235657
diskon 34 nih jadi rp39900 cek tokopedia deh bentar diskonnya berakhir lho kursi lipat speeds uk l ,neutral,0.9444580078125
kok aku gadapet diskon tokopedia yaa,neutral,0.7375372052192688
 kak mau tanyaa diskon beken tokopedia 20rb besok ada ngga kak,neutral,0.9967083930969238
14 jan 1200  2359 diskon 50k  minbel 70k bekenglp50 20k  minbel 40k bekenrcn20 10k  minbel 30k bekenzuc10 you semua produk toko berikut 50k callie cotton cottonink cypruz lanjut,neutral,0.9791380763053894
 lebih suka sania sbnrnya cmn online jarang nemu jadinya beralih raja ultima wkwkwk trs suka diskon tokped,positive,0.9912010431289673
nakamichi tokopedia diskon gede emang promo apa mau closing,positive,0.5149304866790771
kode voucher shopee hari cottonin0 bnidebit input kodenya disini ,neutral,0.9981827735900879
voucher kebut jam 00 wib rp500 ,neutral,0.9973793029785156
klaim voucher diskon 30rb ,neutral,0.9923838973045349
diskon 78 nih jadi rp68900 cek tokopedia deh bentar diskonnya berakhir lho ,neutral,0.8887954354286194
 lebih murah kalau pake vc diskon 25k tokopedia tergantung akun dapet ngga,positive,0.8747656345367432
klaim voucher cashback 10 ,neutral,0.9852851033210754
borong kaos polos berkualitas aerostreet bawah 50rban aja cek semua produk aerostreet yuk diskon 30 ,neutral,0.968629002571106
buruann sunco restockk minyak murah produk  pake disc 30 tokopedia nempel akun jadi segitu ,neutral,0.8578222990036011
klaim sekarang ,neutral,0.9860482215881348
voucher kebut banyak ,negative,0.8368189334869385
 ntar shopee sama tokopedia pake virtual akun shopee pake permata kalau tokopedia pake bri,neutral,0.9965529441833496
 shopee tokopedia lazada aku pernahnya kakk,neutral,0.9826578497886658
jelas banget merek liese lahh bagus bubble color jepang ini usah ditanya buaguss bangett 1 chesnut brown ,positive,0.9960130453109741
kemarin nanyain cat rambut yang tidak bikin rusak nih mimin spill cat rambut bagusnya yaa ,neutral,0.9887790679931641
mau beli stationery banget nih cek joyko semua produknya diskon 30 pakai kupon diskon beli lokal ,neutral,0.907630980014801
mykonos restock parfum2 best seller jangan lupa pake kupon diskon utk potongan harga up to 50rb ,neutral,0.8148134350776672
klaim voucher diskon 15rb ,neutral,0.9915959239006042
baca tweet diskon tokopedia  iseng lihat tokopedia  iseng cek harga wl  iseng pencet bayar  lempar hp bertanya diri sendiri apa baru dilakukan,neutral,0.8306964039802551
diskon 63 nih jadi rp87995 kaos olahraga dry fit big size ,neutral,0.9818955659866333
voucher kebut ,negative,0.9591673612594604
tanya lazada tokopedia shopee biasanya voucher diskon kapan aja atau promo apa deket²,neutral,0.9938801527023315
tokped nya gramedia diskon mayan gedee  tambahan diskon,positive,0.8298801779747009
klo belanja online suka ngebandingin shopee lazada tokopedia tiktokshop pemburuu diskon,positive,0.9940094947814941
klaim voucher diskon 50 batas ,neutral,0.9953415393829346
tidak beli matcha latte terusterusan cafe akhirnya beli nih matcha powder ya coba dulu deh home lab hihi lumayan diskon tokopedia ,positive,0.8190492987632751
klaim voucher cashback 50 pembelian paket data ,neutral,0.9940575361251831
 byee ipusnas aku ngga sabar nunggu mas laut akhirnya pas diskon tokopedia langsung beli ,positive,0.9406164884567261
tanya diskon tagihan pln pdam dong gaada fs dana tokopedia kecil diskonnya,neutral,0.7793506979942322
diskon buat pecinta teh pucuk ,positive,0.9808810949325562
sembako snacks frozen food bahan makanan bisa dibeli sini biar dapet diskon 30 diskon sd 100rb cuma tokopedia pakai kupon diskon beli lokal ,neutral,0.958428144454956
pas akhir desember lalu beli kabel hdmi 4k tokopedia diskon kan mayan nah barang dateng tuh minggu lalu baru buka semalem ternyata 15 meter wkwkwkwkw mana beli 2,neutral,0.716781735420227
stok produk tokopedia suka keupdate kemarin niat co w tokopedia udah berhasil co eh dichat adminnya katanya out of stock padahal lumayan kalau tokopedia diskon 30k ,positive,0.5021228194236755
 coba tokopedia cari ikon beli lokal diskon 30 sd 30k,neutral,0.9971055388450623
voucher cashback 10 kode shp124hnc input kodenya disini ,neutral,0.9980436563491821
semua buku gramedia diskon 30 sd 100rb minimal belanja  gratis ongkir minimal belanja 20rb cuma tokopedia pakai kupon diskon beli lokal  ,neutral,0.9787501096725464
tokopedia voucher diskon ongkir 20rb hari senin ongkir20k tokopedia fashion  fashbohi ,neutral,0.9926767349243164
mayan teman mau ngumpulin kupon diskon tokopedia uwuwuwu kupon belanja hemat sd 4 jt ekstra kupon diskon 15persen gratis ongkir sd 25 rb  klik sebar linknya sekarang tokopedia via ,neutral,0.9927809834480286
 asiknya semoga habis toko papa penulis rl nya dido laris kelompok res1ng berhasil mengumpulkan kaca 3 paku 4 lem 1 menjawab 11kg gt 5500500 diskon fee checkout tokopedia ,positive,0.5589181780815125
blp lip gloss diskon 10 nih jadi rp80100 cek tokopedia deh bentar diskonnya berakhir lho lipgloss diskon tokopedia diskontokopedia diskontokped racundiskon ,neutral,0.9467200636863708
somethinc mascara diskon 9 nih jadi rp7900 cek tokopedia deh mascara somethinc tokopedia diskon makeup racundiskon tokopedia diskontokped diskonmakeup ,neutral,0.7811502814292908
mascara kejar diskon 2 jam buruan cek tokopedia deh mascara makeup diskon tokopedia tokopedia diskontokped racundiskon diskonmakeup ,neutral,0.7263307571411133
pamer oren harganya 169k cek tokopedia dapet diskon 50rb dapet cb 44k wkwk seneng banget ,positive,0.9941880702972412
enaknya tokopedia tuh kadang udah ongkir minimal beli kecil suka diskon tambahan  pulsa goceng cuma 2rb ,positive,0.6556804180145264
 ketinggalan diskon tokped,negative,0.9974352717399597
 produk diskon  produk cashback  ,positive,0.6629449725151062
tokopedia belanja weekend diskon rp500 6 januari 2024 1200  2359 wib  diskon 50rb bekentpl50  diskon 20rb bekenwsc20  diskon 10rb bekenrjk10 ,neutral,0.994426965713501
jadi cuma rp5300 beras premium 5kg pakai kupon diskon beli lokal ,neutral,0.9942658543586731
ayam broiler japfa 1kg tambah kupon diskon beli lokal jadi cuma rp2400 ,neutral,0.9888122081756592
info cek tokopedia kalian siapa tau lumayan buat pulsa 15k bayar 5k ,neutral,0.9821617603302002
pagi banyak ciamik nih lapaknya jhonny baller yuks off tokopedia diskon 5 tetap gratis ongkir max 20k curhatnya lgs 0811217448 jerseyforsale jersey4sale ,neutral,0.5819982886314392
belanja pake gratong tokopedia kudu sabar lama bgtt  gpp termaafkan gratong diskon haha,positive,0.9504274725914001
 klaim vc tokopedia beras diskon 39900 khusus tokpednow gopaylater nder,neutral,0.9969497323036194
 benefit tokopedia card apa sih diskon tokopedia lebih gede,positive,0.5214338302612305
 lumayan banget beli tokopedia diskon 30rb plush cashback 1rb ,positive,0.9912520051002502
buruann2pcs bundle facetology moist  sunscreen ss 105rb ambil halaman koin pake kebut diskon tambahan ,neutral,0.9840487241744995
gaskeunnsomethinc hooman cushion fullcase 11rb pake kebut biar lebih mantull mayan bet diskon hampir 50rb ,neutral,0.5525323748588562
gaskeunndeo roll on perpirex original 146rb ambil halaman koin pake kebut diskon tambahan ,neutral,0.9853712320327759
 get 900 sini via tokopedia banyak voc diskon  promo ,neutral,0.9598350524902344
 eh iya ini aku baru mau nyoba kebetulan dapet potongan diskon tokopedia gitu kan huhuu jadi tambah excited mau makenya,positive,0.9877458214759827
 teman bbw tokopedia diskon gede sa sampe kholaf borong ,neutral,0.5702944993972778
 tokopedia lebih diskon nderr,positive,0.9769178628921509
 tinggal checkout aja kak toko official gramed tokopedia nnti pas mau checkout tinggal pke kupon diskon 30 max 30rb harusnya sih vouchernya di user ,neutral,0.9914758205413818
pamer diskon tokopedia 100 sd 25k udah nyampee no drama kalian co apa ,negative,0.9837988615036011
 terima kasih tokpedia ganya bismillah aku dapet album layover semoga tokopedia semakin jaya menjadi ecommerce terbaik terfaforit nomor 1 banyak penggunanya semakin banyak diskon gratis ongkir bawa bangtan indo ketemu army aamiin tokopediachingu ,positive,0.9835571050643921
 terima kasih tokopedia ganya bismillah aku dapet album layover semoga tokopedia semakin jaya menjadi ecommerce nomor 1 lebih banyak penggunanya bawa bangtan indo ketemu army banyak diskon gratis ongkir aamiin tokopediachingu ,positive,0.9786179065704346
kode  glow24dj tokopedia diskon 20 maks 100rb minbel rp1  khusus produk kecantikan perawatan toko berikut  alchemist azarine barenbliss lanjut reply ,neutral,0.9946942925453186
voucher shopee cashback 10 kode shp12lv7x input kodenya disini ,neutral,0.9978766441345215
 anker aja beli tokopedia suka diskon,positive,0.9408581852912903
pamer manfaatkan pocer beli lokal tokopedia mayan banget diskon tipis² uhuy ,positive,0.5986241698265076
 kalau cekout pake voc diskon nya laz tokopedia lihat dulu rating pengirimannya bagus engga tokopedia biasanya banyak toko baru belum banyak pembeli jadi rating pengirimannya msh kosong lzd banyak toko amanah tidak ngirim pesenan jadi rating pengirimannya dibawah 50,negative,0.7042606472969055
 maybelline superstay matte ink bukan vinyl pake lip balm itu wajib hehe maybelline official shop tokopedia diskon jadi 800,neutral,0.9758033752441406
 wkkwkw tadi mau hemat voc shopee beli tokopedia diskon 25rb buat beli plastik opp stock toko ama beli jas hujan adek musim hujan,neutral,0.9434102773666382
nyesel gak co pelunasan tadi pagi pdhl diskon 25k tokopedia eh pas tadi dicek gak huhuhu,negative,0.9497914910316467
 diskon tokopedia 100 25k ilang gasi tadi pagi ada dicek udah ada,neutral,0.9927074313163757
 bjir cb beli tokopedia banyak diskon game,neutral,0.5780837535858154
tanya voc tokopedia diskon 100 25k kalau dibatalin balik ya semalem aku dah co  tokonya konfirmasi takut kebatal otomatis voc nya malah ilang,negative,0.7582181692123413
 pake voc diskon tokopedia maksimal 25k,neutral,0.9939795732498169
info diskon tokopedia facewash cosrx low ph morning gel 50ml cmn 40an aja guardian tokopedia dijamin ori si mah ,positive,0.8935603499412537
info diskon tokopedia senka perfect whip fresh 100an dapet 2 pcs 100 ml free 2 pcs 50ml official store gratis ongkir ,neutral,0.9472558498382568
wish me luck lt3lt3 mumpung diskon tokopedia 30 beli lokal  ,neutral,0.5334631204605103
mmeq la tokopedia percuma diskon 25k kalau gada gratis ongkir,negative,0.9552152752876282
tanya sekarang war diskon tokopedia tuh disebelah mana sih guys,neutral,0.9788247346878052
 tokopedia aku kok ada diskon sih ,neutral,0.6283721327781677
mumpung tokopedia ada diskon 25rb ,neutral,0.9464173316955566
hari pertama udah kegoda promo diskon 25k tokopedia ,neutral,0.8938277363777161
 urwell sering cek tokopedia ajaa biasanya per bulan dikasih voc diskon 100 nominal nya beda2 per user 15k35k gituu juga si tidak dapet,neutral,0.7583351731300354
tokped diskon 25k 100 yaudah deh dibeliin kebutuhan buat kos aja wkwk ,negative,0.6000543832778931
diskon tokopedia  gratong,positive,0.818784236907959
baru tau diskon tokopedia 25k dipake berkali kali lumayan jir,positive,0.6350323557853699
 engga coy eror mending tokopedia voc diskon 25k,negative,0.7781188488006592
pamer makasi banget buat sendernim spill diskon 25 ribu tokopedia aku gap year lagi butuh banget buku buat siapin ujian tahun kebantu banget jadinyaa cuma bayar 2 ribuu buat 2 buku ,positive,0.9870742559432983
shopee diskon gak sihh tokopedia tidak freeong ,positive,0.7939385175704956
 dana jam 11 amp 17 flash sale billpay 300p diskon 10k admin bayar 30k token amp tagihan kalau tokopedia tau bakalan  bulan lalu sih war cb 50 sampe 100k,neutral,0.9760338664054871
cek kupon tokopedia kalian diskon 100 gak aku pagipagi dah checkout barang gegara kalap diskon siapa tau wishlist buku kalian yang mau dicoret,neutral,0.5009724497795105
sender anak kos sangat terbantu dg voucher diskon 100 tokopedia tiap bulan seringnya beli mie sama minyak wkwk coba cek akun kalian bagian voucher siapa tau dapet bagi pengguna baru potongan 30k utk pengguna lama 25k aja kalau belanja pas 30k cont ,positive,0.5713018774986267
info buku diskon  potongan 25rb tokopedia ,neutral,0.9875511527061462
tokped kata kalau gamau ngasih gratong gausa kasi diskon skalian bjir buat gw,negative,0.92796391248703
merche diskon sd 50 lazada tokopedia shopee ,neutral,0.9829795360565186
yaallah nangis aja lah orang sengaja donlot tokopedia malah dapat diskon gr2 nunggu 00,negative,0.9963537454605103
penyesalan akhir 2023 gak jadi co barang tokopedia dapet diskon 299rb gopay points 50rb mikirnya 11 dapat diskon lebih gede taunya cm dapat gopay points 150 rb doank,negative,0.8264155387878418
kaen mu retro home 9092 sob full velvet flock timbul jarang banget kaen mu ready size m l xl xxl monggo siapa cepat dapat order tokopedia free ongkir ada diskon ,neutral,0.7989761233329773
hapeku sesang rusak pergi konter biasa sembuh mencoba pergi samsul center mbak² servicenya bilang perkiraan rusak lcd mesinnya estimasi harga 1900 padahal dulu aku beli hpnya waktu diskon tokopedia harga 21 juta yasudah aku pulang,neutral,0.6583035588264465
 aku sih selalu beli official store nya kalau sekarang aku lihat harganya 80k an bedaknya kecil banget 5 gr doang  aku pas beli 80k dapet bedak 1 sama 4 sheetmask flashsale tokopedia ohh terus aku lihat diskon ntar jam 12 malem jadi 104k dapet 2 shopee,positive,0.8208439350128174
 sopi lzd tokopedia blibli tergantung diskon seng gede sih,neutral,0.6552842259407043
gramed  tokopedia ayo diskon mau jajan bukuu,neutral,0.9348964691162109
 tokopedia jarang nti kalau mimin share,neutral,0.8297091722488403
ih sumpah nangis banget kemarin voc diskon tokopedia 200k gak pakee anjingg sumpah nyesek banget,negative,0.9940470457077026
 iya voucher diskon 100 tiap bulan dikasih tokopedia tidak pernah belanja ,neutral,0.9508370757102966
 coba cek voucher tokopedia nder aku td diskon 12rb khusus pulsa tagihan ,neutral,0.9945436716079712
deal buka tokopedia ah jajan lumayan nih wib buka shopee ah jajan lumayaan diskon akhir tahun deal dp pait gini buka tokopedia ama shopee balada emang,positive,0.9525235295295715
voucher diskon 58 berlaku metode pembayaran transfer bank bri kode bridd228 brikk228 bridb228 input kodenya disini ,neutral,0.9977836012840271
df diskon tokopedia 30 maks 30k3 kupon bngung beliin apa akhirnya buat kebutuhan dapur emakk ,positive,0.6570180654525757
flash sale serum niacinamide somethinc pakai kupon diskon beli lokal jadi cuma 49k  cashback ,neutral,0.989388108253479
 mau album layover admin harapan ditahun 2024 semoga tokopedia makin terus memberikan pelayanan terbaik banyakin voucher diskon kalau boyong bts jadi ba tokopedia tokopediachingu belanja aja tokopedia,neutral,0.788210928440094
 bismillah mau golden semoga taun depan makin jaya sukses banyakin diskon freeong tiap hari hehe semoga tokopedia jadiin bangtan ba seumur hidup thankyou minto buatkan ini yaa tokopediachingu,positive,0.9765843749046326
 waahahh mauu ikutt xixixi smg lebih besar diskon2 tokopedia doain aku semoga kumpulin uang buat nnti konser bangtan 0t7 xixixi sehat pokonya buat mintoojgn pelit2 diskon nya minto aku sedksinya aja minto mau goldenlayover aku terima baik,positive,0.9453197717666626
 mau golden bgtt mintoo  kalau dikasih layover tidak nolak sih semoga kedepannya tokopedia makin besarr jadi fav nya pipel 62 makin banyak diskon promoo intinya makin warbyasahh thalangek menangin ak yh nnti ketjup bojonya enih tokopediachingu,positive,0.9929203391075134
 aku mau album golden pleasee tahun depan jadi tahun golden ku harapan ku semoga tokopedia gandeng bangtab buat 2024 bahkan sampe 2025 2026  semoga makin keren kece banyak promo diskon hehehe lop you mia n minto tokopediachingu,positive,0.9645883440971375
 aku mau album golden pleasee harapan ku semoga tokopedia gandeng bangtab buat 2024 bahkan sampe 2025 2026  semoga makin keren kece banyak promo diskon hehehe lop you mia n minto tokopediachingu,positive,0.9416102766990662
 fitur galaxy s23 fe favorit yaitu epic nightgraphy camera 50mp pengen kali nge take foto foto sekitaran danau toba kampung ku mintomia galaxys23fe galaxys23fextokopedia good luck tokopehadiah ,positive,0.7998092174530029
 1 ui lebih clean simpel perpaduan warna ijo putih lebih adem dimata 2 barang barang hobi barang bekas elektronik lebih banyak update tokopedia 3 search engine fitur sort terbaru terlaris barang jauuh lebih akurat shopee,positive,0.9678032398223877
hh parah fitur kurir rekomendasi estimasi dateng tgl 30 maret tiba tiba ganti jadi 1 april pdhl jne tgl 27 tinggal dianter sama kurir udah lama order lewat tokopedia ehh malah gini trus lihat di tw ternyata banyak banget komplain ini pls,negative,0.9965226650238037
 aku penasaran sama semua fitur galaxys23fe fitur paling favorit paling membuatku penasaran fitur epic nightography camera 50mp jernih banget hasil tangkapan kameranya sepanjang waktu bahkan waktu malam hari  galaxys23fe galaxys23fextokopedia,positive,0.9664133787155151
peningkatan minat belanja masyarakat menggunakan dana thr dimanfaatkan tokopedia lewat aneka fitur promo ,neutral,0.9921005368232727
hectic shopee semua fitur dimasukin live story games ads banner food haul ewallet kalau cari barang mostly tokopedia terutama mahal2 khusus barang krucil2 surfing tokopedia checkout shopee promo lebih terasa,positive,0.970024049282074
 bodo kena komplen toko kalau ngasih bintang 1 gara gara kurir rekomendasi udah bener bebas ongkir kurir rekomendasi malah aneh aneh,negative,0.9980027079582214
 ini gimana paket blom sampesampe tanggal 10 mau komplen tokopedia malah tiba-tiba selesai pesanannya ,negative,0.8818835020065308
iseng search tokopedia sap express ratarata komplen semua isinya,neutral,0.9907318949699402
zonk aja pakai kurir rekomendasi barang gak gerak sejak kamis pagi bekasi tangerang 7 hari pakai kurir rekomendasi iseng cek lokasi sapx tangerang pesisir ternyata ratarata komplen pelanggan semua ,negative,0.992063581943512
 emang riweh kalau urusan komplen pengalaman aku udah menang banding uangnya langsung balik nunggu 2 mingguan kapok lahoren lebih sat ser,negative,0.9492363929748535
 nyesek banget saya aja harga 170rb komplen ampe sekarang jelas solusi nyaparah,negative,0.9951972365379333
 lama investigasi 2 bulan  kayaknya susah kalau komplen tokopedia semoga uangnya balik yaa aamiin,negative,0.47118473052978516
 emang semengecewakan pengalaman pake jne selalu buruk pernah kirim paket hp malah ilang aku komplen terus nder sampe dateng pusatnya akhirnya diganti uang sama pihak nya pernah pesen paket pengirim nya jne paketnya gasampe sampe melebihi estimasi,negative,0.991775393486023
 kasusnya kalau gini biasanya bawa kabur kurir harusnya kalau masalah kelar pihak tokopedia jangan main kelarin komplen nerusin uang gitu aja kaya bertanggung jawab,negative,0.9911802411079407
 want to share mine kmren beli barang murah sih pas sampe bocor komplen tokopedia  tanggapannya kek gak mau peduli malah nyerahin seller buyer pdahal platform kudunya jadi penengah biaya layanan buat apa kalau gitu  akhirnya hapus akun,negative,0.9650227427482605
pesen barang via tanggal 1 sampe sekarang barang sampe status berubah tgl 6 maret entah ilang ekspedisigmn ajuin komplen tgl 10 sampe sekarang belum solusi ,negative,0.9714647531509399
 suudhon bang  beberapakali beli barang pake pengiriman selalu bermalasah  masalah hanya pengiriman super lama stl komplen br hr berikutnya barang dateng jadi skrng slalu mastikan nggak lagi pake pengiriman,negative,0.7900629639625549
